,date,state,positive,probableCases,negative,pending,totalTestResultsSource,totalTestResults,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dataQualityGrade,lastUpdateEt,dateModified,checkTimeEt,death,hospitalized,dateChecked,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,deathConfirmed,deathProbable,totalTestEncountersViral,totalTestsPeopleViral,totalTestsAntibody,positiveTestsAntibody,negativeTestsAntibody,totalTestsPeopleAntibody,positiveTestsPeopleAntibody,negativeTestsPeopleAntibody,totalTestsPeopleAntigen,positiveTestsPeopleAntigen,totalTestsAntigen,positiveTestsAntigen,fips,positiveIncrease,negativeIncrease,total,totalTestResultsIncrease,posNeg,deathIncrease,hospitalizedIncrease,hash,commercialScore,negativeRegularScore,negativeScore,positiveScore,score,grade
65,20200930,TX,748967,,5488190.0,,posNeg,6237157,3344.0,,1076.0,,,,664883.0,A,9/30/2020 17:35,2020-09-30T17:35:00Z,09/30 13:35,15711.0,,2020-09-30T17:35:00Z,6237157.0,,,748967,,,,,412969.0,37113.0,,,,,,,99412.0,10266.0,48,5683,30648,6237157,36331,6237157,107,0,70579c331d4beee759ec8c408194ce319ed0e02a,0,0,0,0,0,
66,20200929,TX,743284,,5457542.0,,posNeg,6200826,3251.0,,1044.0,,,,661038.0,A,9/29/2020 18:25,2020-09-29T18:25:00Z,09/29 14:25,15604.0,,2020-09-29T18:25:00Z,6200826.0,,,743284,,,,,411712.0,36957.0,,,,,,,96435.0,10008.0,48,3541,25530,6200826,29071,6200826,71,0,ab17933a4384b70ab2307bc4ef6c849c21c1fbc7,0,0,0,0,0,
67,20200928,TX,739743,,5432012.0,,posNeg,6171755,3201.0,,1056.0,,,,657407.0,A,9/28/2020 19:00,2020-09-28T19:00:00Z,09/28 15:00,15533.0,,2020-09-28T19:00:00Z,6171755.0,,,739743,,,,,411266.0,36905.0,,,,,,,94906.0,9937.0,48,4611,150237,6171755,154848,6171755,11,0,5341881d2d45e7e25c5502471be00019514c7288,0,0,0,0,0,
68,20200927,TX,735132,,5281775.0,,posNeg,6016907,3217.0,,1056.0,,,,652376.0,A,9/27/2020 15:55,2020-09-27T15:55:00Z,09/27 11:55,15522.0,,2020-09-27T15:55:00Z,6016907.0,,,735132,,,,,400882.0,35953.0,,,,,,,82255.0,9411.0,48,1694,20400,6016907,22094,6016907,37,0,d37e27def650f566cdbc16931340fd11c159f849,0,0,0,0,0,
69,20200926,TX,733438,,5261375.0,,posNeg,5994813,3209.0,,1056.0,,,,649580.0,A,9/26/2020 16:20,2020-09-26T16:20:00Z,09/26 12:20,15485.0,,2020-09-26T16:20:00Z,5994813.0,,,733438,,,,,399337.0,35847.0,,,,,,,80294.0,9297.0,48,4886,76478,5994813,81364,5994813,121,0,fa92be636499a0f83ac23e7ebad581b29bbf799f,0,0,0,0,0,
70,20200925,TX,728552,,5184897.0,,posNeg,5913449,3221.0,,1051.0,,,,646143.0,A,9/25/2020 17:20,2020-09-25T17:20:00Z,09/25 13:20,15364.0,,2020-09-25T17:20:00Z,5913449.0,,,728552,,,,,394584.0,35656.0,,,,,,,78472.0,9190.0,48,4633,47983,5913449,52616,5913449,97,0,23ab2cdc717e66c7949f49501d3433260f974afb,0,0,0,0,0,
71,20200924,TX,723919,,5136914.0,,posNeg,5860833,3204.0,,1051.0,,,,642169.0,A,9/24/2020 18:05,2020-09-24T18:05:00Z,09/24 14:05,15267.0,,2020-09-24T18:05:00Z,5860833.0,,,723919,,,,,391678.0,35421.0,,,,,,,77981.0,9120.0,48,4320,115839,5860833,120159,5860833,138,0,909fe938e199585d4156b59fb735f63b97cc0d53,0,0,0,0,0,
72,20200923,TX,719599,,5021075.0,,posNeg,5740674,3195.0,,1041.0,,,,618054.0,A,9/23/2020 18:15,2020-09-23T18:15:00Z,09/23 14:15,15129.0,,2020-09-23T18:15:00Z,5740674.0,,,719599,,,,,390538.0,35217.0,,,,,,,76275.0,9003.0,48,3392,69550,5740674,72942,5740674,135,0,f80a270fc372a9e719de2130c0a0441f3b35549f,0,0,0,0,0,
73,20200922,TX,716207,,4951525.0,,posNeg,5667732,3207.0,,1065.0,,,,613896.0,A,9/22/2020 17:40,2020-09-22T17:40:00Z,09/22 13:40,14994.0,,2020-09-22T17:40:00Z,5667732.0,,,716207,,,,,389207.0,35026.0,,,,,,,71209.0,8712.0,48,17820,27414,5667732,45234,5667732,77,0,f110d3f274a4759300b87e29aaffbee41c9e426d,0,0,0,0,0,
74,20200921,TX,698387,,4924111.0,,posNeg,5622498,3132.0,,1073.0,,,,611856.0,A,9/21/2020 17:45,2020-09-21T17:45:00Z,09/21 13:45,14917.0,,2020-09-21T17:45:00Z,5622498.0,,,698387,,,,,386966.0,34843.0,,,,,,,64302.0,7867.0,48,9853,19157,5622498,29010,5622498,24,0,3560bde48b286586c1c16d2e29d500ab25780ef4,0,0,0,0,0,
75,20200920,TX,688534,,4904954.0,,posNeg,5593488,3081.0,,1057.0,,,,609210.0,A,9/20/2020 15:50,2020-09-20T15:50:00Z,09/20 11:50,14893.0,,2020-09-20T15:50:00Z,5593488.0,,,688534,,,,,385351.0,34639.0,,,,,,,63908.0,7793.0,48,2466,27846,5593488,30312,5593488,45,0,db636f286c206c9236a6b81645bd8b5548df9044,0,0,0,0,0,
76,20200919,TX,686068,,4877108.0,,posNeg,5563176,3124.0,,1083.0,,,,605522.0,A,9/19/2020 17:05,2020-09-19T17:05:00Z,09/19 13:05,14848.0,,2020-09-19T17:05:00Z,5563176.0,,,686068,,,,,383876.0,34415.0,,,,,,,62291.0,7637.0,48,3827,114548,5563176,118375,5563176,135,0,1197206e91853763771069f77171ab04860af465,0,0,0,0,0,
77,20200918,TX,682241,,4762560.0,,posNeg,5444801,3172.0,,1107.0,,,,600662.0,A,9/18/2020 16:25,2020-09-18T16:25:00Z,09/18 12:25,14713.0,,2020-09-18T16:25:00Z,5444801.0,,,682241,,,,,381430.0,34084.0,,,,,,,59051.0,7439.0,48,3422,96203,5444801,99625,5444801,123,0,1867ead14140298b71074be36fc3d016e76e5313,0,0,0,0,0,
78,20200917,TX,678819,,4666357.0,,posNeg,5345176,3246.0,,1140.0,,,,594817.0,A,9/17/2020 17:25,2020-09-17T17:25:00Z,09/17 13:25,14590.0,,2020-09-17T17:25:00Z,5345176.0,,,678819,,,,,378541.0,33718.0,,,,,,,56707.0,7280.0,48,4047,41509,5345176,45556,5345176,112,0,ea3868a5a051d9ce58e980d972d88d5d600c16a8,0,0,0,0,0,
79,20200916,TX,674772,,4624848.0,,posNeg,5299620,3249.0,,1139.0,,,,590837.0,A,9/16/2020 17:30,2020-09-16T17:30:00Z,09/16 13:30,14478.0,,2020-09-16T17:30:00Z,5299620.0,,,674772,,,,,377019.0,33463.0,,,,,,,52679.0,7131.0,48,6026,46052,5299620,52078,5299620,135,0,6f73742827bfe8774b9ce19437140dbf974a85a5,0,0,0,0,0,
80,20200915,TX,668746,,4578796.0,,posNeg,5247542,3311.0,,1151.0,,,,585912.0,A+,9/15/2020 18:30,2020-09-15T18:30:00Z,09/15 14:30,14343.0,,2020-09-15T18:30:00Z,5247542.0,,,668746,,,,,373766.0,33086.0,,,,,,,50658.0,6915.0,48,5301,28994,5247542,34295,5247542,132,0,c9bd318ee453e7eea29a7c81263976ba44b7edd0,0,0,0,0,0,
81,20200914,TX,663445,,4549802.0,,posNeg,5213247,3391.0,,1165.0,,,,581204.0,A+,9/13/2020 16:45,2020-09-13T16:45:00Z,09/13 12:45,14211.0,,2020-09-13T16:45:00Z,5213247.0,,,663445,,,,,373406.0,33050.0,,,,,,,50387.0,6891.0,48,4011,-340903,5213247,-336892,5213247,21,0,4498ab372a235e6ce805ba74d9994239c60cc44f,0,0,0,0,0,
82,20200913,TX,659434,,4890705.0,,posNeg,5550139,3319.0,,1140.0,,,,577832.0,A+,9/13/2020 16:45,2020-09-13T16:45:00Z,09/13 12:45,14190.0,,2020-09-13T16:45:00Z,5550139.0,,,659434,,,,,390318.0,34286.0,,,,,,,49181.0,6846.0,48,1845,28653,5550139,30498,5550139,47,0,1471a0bee0a3921f292d2f403024dff4d4d1663c,0,0,0,0,0,
83,20200912,TX,657589,,4862052.0,,posNeg,5519641,3371.0,,1174.0,,,,573670.0,A+,9/11/2020 16:25,2020-09-11T16:25:00Z,09/11 12:25,14143.0,,2020-09-11T16:25:00Z,5519641.0,,,657589,,,,,383596.0,33571.0,,,,,,,44740.0,6299.0,48,4233,61367,5519641,65600,5519641,146,0,dd5db6d292599a283f270f4bc89ffb703c2aec0f,0,0,0,0,0,
84,20200911,TX,653356,,4800685.0,,posNeg,5454041,3465.0,,1198.0,,,,568067.0,A+,9/11/2020 16:25,2020-09-11T16:25:00Z,09/11 12:25,13997.0,,2020-09-11T16:25:00Z,5454041.0,,,653356,,,,,380352.0,33010.0,,,,,,,43841.0,6163.0,48,3547,45237,5454041,48784,5454041,144,0,2c410abf18c7bb9065be306e29c320c2b6acd93b,0,0,0,0,0,
85,20200910,TX,649809,,4755448.0,,posNeg,5405257,3575.0,,1267.0,,,,564114.0,A+,9/10/2020 18:00,2020-09-10T18:00:00Z,09/10 14:00,13853.0,,2020-09-10T18:00:00Z,5405257.0,,,649809,,,,,377901.0,32735.0,,,,,,,43568.0,6153.0,48,4018,29107,5405257,33125,5405257,161,0,1e57c9b9c126fa8ae90890c0dadd6c1d1c36a1fa,0,0,0,0,0,
86,20200909,TX,645791,,4726341.0,,posNeg,5372132,3604.0,,1347.0,,,,558894.0,A+,9/9/2020 17:35,2020-09-09T17:35:00Z,09/09 13:35,13692.0,,2020-09-09T17:35:00Z,5372132.0,,,645791,,,,,374319.0,32352.0,,,,,,,41022.0,5813.0,48,4000,29006,5372132,33006,5372132,139,0,f7af69cc8ea30e251e38dcaffd9021402f02cf5c,0,0,0,0,0,
87,20200908,TX,641791,,4697335.0,,posNeg,5339126,3701.0,,1322.0,,,,553409.0,A+,9/8/2020 17:55,2020-09-08T17:55:00Z,09/08 13:55,13553.0,,2020-09-08T17:55:00Z,5339126.0,,,641791,,,,,374045.0,32328.0,,,,,,,40671.0,5776.0,48,1421,16706,5339126,18127,5339126,61,0,c2527093c93fbfb49443595287e06a91501994cc,0,0,0,0,0,
88,20200907,TX,640370,,4680629.0,,posNeg,5320999,3537.0,,1322.0,,,,543412.0,A+,9/7/2020 16:30,2020-09-07T16:30:00Z,09/07 12:30,13492.0,,2020-09-07T16:30:00Z,5320999.0,,,640370,,,,,371102.0,32006.0,,,,,,,35136.0,5221.0,48,2060,36360,5320999,38420,5320999,20,0,6a0b5d0addeb336859fa34e91726e14b575004d3,0,0,0,0,0,
89,20200906,TX,638310,,4644269.0,,posNeg,5282579,3715.0,,1409.0,,,,543412.0,A+,9/6/2020 17:50,2020-09-06T17:50:00Z,09/06 13:50,13472.0,,2020-09-06T17:50:00Z,5282579.0,,,638310,,,,,369645.0,31773.0,,,,,,,34939.0,5183.0,48,2995,95636,5282579,98631,5282579,64,0,76823bee14752cb7da5e80abfff5de5ef6e945ca,0,0,0,0,0,
90,20200905,TX,635315,,4548633.0,,posNeg,5183948,3973.0,,1409.0,,,,538282.0,A+,9/5/2020 16:40,2020-09-05T16:40:00Z,09/05 12:40,13408.0,,2020-09-05T16:40:00Z,5183948.0,,,635315,,,,,368062.0,31521.0,,,,,,,34398.0,5076.0,48,4486,59709,5183948,64195,5183948,177,0,63d339f29f4d8233333d4d5857ba9b18f326e376,0,0,0,0,0,
91,20200904,TX,630829,,4488924.0,,posNeg,5119753,3889.0,,1433.0,,,,532223.0,A+,9/4/2020 18:00,2020-09-04T18:00:00Z,09/04 14:00,13231.0,,2020-09-04T18:00:00Z,5119753.0,,,630829,,,,,365953.0,30982.0,,,,,,,32697.0,4750.0,48,5482,6768,5119753,12250,5119753,140,0,02de5d9ffd498be093ebaf39160f8c380fb2b766,0,0,0,0,0,
92,20200903,TX,625347,,4482156.0,,posNeg,5107503,4075.0,,1433.0,,,,527359.0,A+,9/3/2020 17:00,2020-09-03T17:00:00Z,09/03 13:00,13091.0,,2020-09-03T17:00:00Z,5107503.0,,,625347,,,,,361848.0,30524.0,,,,,,,27891.0,3851.0,48,3680,34961,5107503,38641,5107503,221,0,886acbad3f06aa53cecc9029cc3b7766e570f7c9,0,0,0,0,0,
93,20200902,TX,621667,,4447195.0,,posNeg,5068862,4149.0,,1476.0,,,,522087.0,A+,9/2/2020 17:00,2020-09-02T17:00:00Z,09/02 13:00,12870.0,,2020-09-02T17:00:00Z,5068862.0,,,621667,,,,,360236.0,30213.0,,,,,,,26210.0,3640.0,48,4334,30974,5068862,35308,5068862,189,0,fdffce359785522c4efe15c4db73a7b297a4a18c,0,0,0,0,0,
94,20200901,TX,617333,,4416221.0,,posNeg,5033554,4144.0,,1525.0,,,,514861.0,A+,9/1/2020 16:30,2020-09-01T16:30:00Z,09/01 12:30,12681.0,,2020-09-01T16:30:00Z,5033554.0,,,617333,,,,,359593.0,30159.0,,,,,,,25577.0,3529.0,48,4364,67637,5033554,72001,5033554,145,0,efe3a7e6199411c2a1a950ebc96b7831fda26e87,0,0,0,0,0,
95,20200831,TX,612969,,4348584.0,,posNeg,4961553,4203.0,,1525.0,,,,507499.0,A+,8/31/2020 16:45,2020-08-31T16:45:00Z,08/31 12:45,12536.0,,2020-08-31T16:45:00Z,4961553.0,,,612969,,,,,358718.0,30025.0,,,,,,,25360.0,3497.0,48,2615,34226,4961553,36841,4961553,26,0,0b81941d7b12ae072c5e4d3e5048ccb203dba2c9,0,0,0,0,0,
96,20200830,TX,610354,,4314358.0,,posNeg,4924712,4172.0,,1566.0,,,,499518.0,A+,8/30/2020 16:05,2020-08-30T16:05:00Z,08/30 12:05,12510.0,,2020-08-30T16:05:00Z,4924712.0,,,610354,,,,,356857.0,29723.0,,,,,,,25162.0,3460.0,48,3824,19916,4924712,23740,4924712,90,0,6e2ccc4ce4d44605126e76a28dd1ecb565d20880,0,0,0,0,0,
97,20200829,TX,606530,,4294442.0,,posNeg,4900972,4273.0,,1648.0,,,,492921.0,A+,8/29/2020 16:05,2020-08-29T16:05:00Z,08/29 12:05,12420.0,,2020-08-29T16:05:00Z,4900972.0,,,606530,,,,,356229.0,29635.0,,,,,,,24176.0,3371.0,48,4762,53848,4900972,58610,4900972,154,0,c804c260f269aed6f249e37ce43257c5308ad318,0,0,0,0,0,
98,20200828,TX,601768,,4240594.0,,posNeg,4842362,4422.0,,1636.0,,,,484880.0,A,8/28/2020 16:50,2020-08-28T16:50:00Z,08/28 12:50,12266.0,,2020-08-28T16:50:00Z,4842362.0,,,601768,,,,,353966.0,29287.0,,,,,,,23724.0,3336.0,48,4031,44417,4842362,48448,4842362,196,0,01b80130eacf3e2185298cdcaac65b69f8f05d49,0,0,0,0,0,
99,20200827,TX,597737,,4196177.0,,posNeg,4793914,4489.0,,1704.0,,,,478752.0,A,8/27/2020 18:35,2020-08-27T18:35:00Z,08/27 14:35,12070.0,,2020-08-27T18:35:00Z,4793914.0,,,597737,,,,,351564.0,28870.0,,,,,,,23267.0,3299.0,48,5600,23674,4793914,29274,4793914,265,0,121e8f525237078af0b474a7d77c9997f4fea15b,0,0,0,0,0,
100,20200826,TX,592137,,4172503.0,,posNeg,4764640,4806.0,,1723.0,,,,472421.0,A,8/26/2020 18:20,2020-08-26T18:20:00Z,08/26 14:20,11805.0,,2020-08-26T18:20:00Z,4764640.0,,,592137,,,,,348384.0,28439.0,,,,,,,22361.0,3213.0,48,5407,34674,4764640,40081,4764640,229,0,0e169875ca6cea9cfc7957ca248e0b8d8766b876,0,0,0,0,0,
101,20200825,TX,586730,,4137829.0,,posNeg,4724559,4907.0,,1799.0,,,,466550.0,A,8/25/2020 17:50,2020-08-25T17:50:00Z,08/25 13:50,11576.0,,2020-08-25T17:50:00Z,4724559.0,,,586730,,,,,346519.0,28100.0,,,,,,,21651.0,3151.0,48,6346,47338,4724559,53684,4724559,181,0,c7f08b6f2e81fe85f65900fd556d1c9ed1fc9725,0,0,0,0,0,
102,20200824,TX,580384,,4090491.0,,posNeg,4670875,5019.0,,1809.0,,,,457182.0,A,8/24/2020 18:35,2020-08-24T18:35:00Z,08/24 14:35,11395.0,,2020-08-24T18:35:00Z,4668028.0,,,580384,,,,,344218.0,27726.0,,,,,,,21648.0,3151.0,48,2847,0,4670875,2847,4670875,25,0,52f6305f8f320785de3c84740c0dccbca4bf5e81,0,0,0,0,0,
103,20200823,TX,577537,,4090491.0,,posNeg,4668028,5186.0,,1878.0,,,,451776.0,A,8/23/2020 16:05,2020-08-23T16:05:00Z,08/23 12:05,11370.0,,2020-08-23T16:05:00Z,4668028.0,,,577537,,,,,344218.0,27726.0,,,,,,,21648.0,3151.0,48,4398,22770,4668028,27168,4668028,104,0,25ef522d66409942b1b04b106b938343c7569b3f,0,0,0,0,0,
104,20200822,TX,573139,,4067721.0,,posNeg,4640860,5274.0,,1963.0,,,,446030.0,A,8/22/2020 16:40,2020-08-22T16:40:00Z,08/22 12:40,11266.0,,2020-08-22T16:40:00Z,4640860.0,,,573139,,,,,342277.0,27414.0,,,,,,,21247.0,3117.0,48,5559,55275,4640860,60834,4640860,215,0,91fe09f79f732ace22272eb1ce7fa44dea2ba2dd,0,0,0,0,0,
105,20200821,TX,567580,,4012446.0,,posNeg,4580026,5566.0,,1979.0,,,,438825.0,A,8/21/2020 16:30,2020-08-21T16:30:00Z,08/21 12:30,11051.0,,2020-08-21T16:30:00Z,4580026.0,,,567580,,,,,338016.0,26824.0,,,,,,,19189.0,2808.0,48,5021,27936,4580026,32957,4580026,258,0,e8b14994b968e7b2f4c1d129d09a7bf99582a895,0,0,0,0,0,
106,20200820,TX,562559,,3984510.0,,posNeg,4547069,5635.0,,1979.0,,,,431960.0,A,8/20/2020 16:40,2020-08-20T16:40:00Z,08/20 12:40,10793.0,,2020-08-20T16:40:00Z,4547069.0,,,562559,,,,,335184.0,26337.0,,,,,,,18883.0,2781.0,48,5303,24577,4547069,29880,4547069,234,0,d6f23bdc04ca8d81e7ffb2352769db1c2f6f551f,0,0,0,0,0,
107,20200819,TX,557256,,3959933.0,,posNeg,4517189,5974.0,,2107.0,,,,424685.0,A,8/19/2020 17:40,2020-08-19T17:40:00Z,08/19 13:40,10559.0,,2020-08-19T17:40:00Z,4517189.0,,,557256,,,,,333355.0,25995.0,,,,,,,18620.0,2764.0,48,7024,9520,4517189,16544,4517189,309,0,65e0444f2b04441b0bca778438833e031a2996a8,0,0,0,0,0,
108,20200818,TX,550232,,3950413.0,,posNeg,4500645,6210.0,,2179.0,,,,415903.0,A,8/18/2020 16:40,2020-08-18T16:40:00Z,08/18 12:40,10250.0,,2020-08-18T16:40:00Z,4500645.0,,,550232,,,,,326216.0,24732.0,,,,,,,18244.0,2734.0,48,7282,17196,4500645,24478,4500645,216,0,92043e3c592a1e5976224f7fd53dcc1dd17e92d5,0,0,0,0,0,
109,20200817,TX,542950,,3933217.0,,posNeg,4476167,6200.0,,2240.0,,,,405817.0,A,8/17/2020 16:55,2020-08-17T16:55:00Z,08/17 12:55,10034.0,,2020-08-17T16:55:00Z,4476167.0,,,542950,,,,,322433.0,23797.0,,,,,,,17887.0,2694.0,48,7368,29758,4476167,37126,4476167,51,0,41bec934abd33bac99ea11cb21ddd8ae7d915e76,0,0,0,0,0,
110,20200816,TX,535582,,3903459.0,,posNeg,4439041,6267.0,,2269.0,,,,399572.0,A,8/16/2020 16:50,2020-08-16T16:50:00Z,08/16 12:50,9983.0,,2020-08-16T16:50:00Z,4439041.0,,,535582,,,,,318940.0,23192.0,,,,,,,17011.0,2591.0,48,6744,110621,4439041,117365,4439041,143,0,bf642bd5c9fdff5c26448f6903fa895886abef11,0,0,0,0,0,
111,20200815,TX,528838,,3792838.0,,posNeg,4321676,6481.0,,2306.0,,,,393266.0,A,8/15/2020 16:00,2020-08-15T16:00:00Z,08/15 12:00,9840.0,,2020-08-15T16:00:00Z,4321676.0,,,528838,,,,,318938.0,23192.0,,,,,,,17011.0,2591.0,48,8245,31390,4321676,39635,4321676,238,0,9eb8b77f975006c4f834b5e3affa5e50ee9ef7e5,0,0,0,0,0,
112,20200814,TX,520593,,3761448.0,,posNeg,4282041,6632.0,,2380.0,,,,383717.0,A,8/14/2020 16:05,2020-08-14T16:05:00Z,08/14 12:05,9602.0,,2020-08-14T16:05:00Z,4282041.0,,,520593,,,,,312727.0,22100.0,,,,,,,17009.0,2591.0,48,7018,44260,4282041,51278,4282041,313,0,1b659177d9390ad1697c5c45bcadb9c04c4fd108,0,0,0,0,0,
113,20200813,TX,513575,,3717188.0,,posNeg,4230763,6879.0,,2435.0,,,,375760.0,A,8/13/2020 17:30,2020-08-13T17:30:00Z,08/13 13:30,9289.0,,2020-08-13T17:30:00Z,4230763.0,,,513575,,,,,302012.0,20800.0,,,,,,,16699.0,2562.0,48,6755,117648,4230763,124403,4230763,255,0,26434f57417a1e297c76675411dbdaf9b900e20c,0,0,0,0,0,
114,20200812,TX,506820,,3599540.0,,posNeg,4106360,7028.0,,2479.0,,,,367354.0,A,8/12/2020 17:05,2020-08-12T17:05:00Z,08/12 13:05,9034.0,,2020-08-12T17:05:00Z,4106360.0,,,506820,,,,,299037.0,20241.0,,,,,,,16409.0,2536.0,48,6200,11297,4106360,17497,4106360,324,0,ca1d0793c5ed29e19e9956127673c8d65a25347c,0,0,0,0,0,
115,20200811,TX,500620,,3588243.0,,posNeg,4088863,7216.0,,2495.0,,,,358312.0,A,8/11/2020 16:25,2020-08-11T16:25:00Z,08/11 12:25,8710.0,,2020-08-11T16:25:00Z,4088863.0,,,500620,,,,,295617.0,19800.0,,,,,,,15569.0,2432.0,48,9803,5399,4088863,15202,4088863,220,0,c0689350b5ae24849f47fae42f5048c6d592a77d,0,0,0,0,0,
116,20200810,TX,490817,,3582844.0,,posNeg,4073661,7304.0,,2552.0,,,,349833.0,A,8/10/2020 18:20,2020-08-10T18:20:00Z,08/10 14:20,8490.0,,2020-08-10T18:20:00Z,4073661.0,,,490817,,,,,290944.0,18924.0,,,,,,,14841.0,2350.0,48,4455,43342,4073661,47797,4073661,31,0,a8e293c647aae5349ebfc69f0575734b462165f5,0,0,0,0,0,
117,20200809,TX,486362,,3539502.0,,posNeg,4025864,7437.0,,2608.0,,,,344845.0,A,8/9/2020 16:20,2020-08-09T16:20:00Z,08/09 12:20,8459.0,,2020-08-09T16:20:00Z,4025864.0,,,486362,,,,,288928.0,18561.0,,,,,,,14466.0,2319.0,48,4879,8328,4025864,13207,4025864,116,0,0bf8da22a3f60e46570c429e6a9c9a1b9a3b55f7,0,0,0,0,0,
118,20200808,TX,481483,,3531174.0,,posNeg,4012657,7872.0,,2730.0,,,,338343.0,A,8/8/2020 16:35,2020-08-08T16:35:00Z,08/08 12:35,8343.0,,2020-08-08T16:35:00Z,4012657.0,,,481483,,,,,280434.0,16924.0,,,,,,,13887.0,2227.0,48,6959,5166,4012657,12125,4012657,247,0,d05bcc5db4a32459889aa4c3001d5bc0fc3b9cc4,0,0,0,0,0,
119,20200807,TX,474524,,3526008.0,,posNeg,4000532,8065.0,,2742.0,,,,331668.0,A,8/7/2020 17:45,2020-08-07T17:45:00Z,08/07 13:45,8096.0,,2020-08-07T17:45:00Z,4000532.0,,,474524,,,,,276849.0,15364.0,,,,,,,2206.0,505.0,48,7039,49013,4000532,56052,4000532,293,0,fc3aeaf305e4b6e54b294e3a7c79595362423674,0,0,0,0,0,
120,20200806,TX,467485,,3476995.0,,posNeg,3944480,8302.0,,2917.0,,,,323804.0,A,8/6/2020 16:15,2020-08-06T16:15:00Z,08/06 12:15,7803.0,,2020-08-06T16:15:00Z,3944480.0,,,467485,,,,,276849.0,15364.0,,,,,,,,,48,7598,28647,3944480,36245,3944480,306,0,ec2a2053e910ab03a101193f2e4979450aac64e8,0,0,0,0,0,
121,20200805,TX,459887,,3448348.0,,posNeg,3908235,8455.0,,2917.0,,,,315652.0,A,8/5/2020 16:30,2020-08-05T16:30:00Z,08/05 12:30,7497.0,,2020-08-05T16:30:00Z,3908235.0,,,459887,,,,,268978.0,14535.0,,,,,,,,,48,8706,14681,3908235,23387,3908235,236,0,8bbf11fd800ffab72c2e263f6922602cd2cc898f,0,0,0,0,0,
122,20200804,TX,451181,,3433667.0,,posNeg,3884848,8674.0,,3006.0,,,,306262.0,A,8/4/2020 16:45,2020-08-04T16:45:00Z,08/04 12:45,7261.0,,2020-08-04T16:45:00Z,3884848.0,,,451181,,,,,258494.0,13478.0,,,,,,,,,48,9167,41095,3884848,50262,3884848,245,0,289dcaaa8240656b741aed9a11eaca2ddc150c96,0,0,0,0,0,
123,20200803,TX,442014,,3392572.0,,posNeg,3834586,8819.0,,3045.0,,,,297422.0,A,8/3/2020 16:20,2020-08-03T16:20:00Z,08/03 12:20,7016.0,,2020-08-03T16:20:00Z,3834586.0,,,442014,,,,,243777.0,12054.0,,,,,,,,,48,11529,75278,3834586,86807,3834586,179,0,06fed2a4403e1fd175a83376f2ac2bd5bfedf87c,0,0,0,0,0,
124,20200802,TX,430485,,3317294.0,,posNeg,3747779,8969.0,,3117.0,,,,282604.0,A,8/1/2020 16:20,2020-08-01T16:20:00Z,08/01 12:20,6837.0,,2020-08-01T16:20:00Z,3747779.0,,,430485,,,,,242251.0,11812.0,,,,,,,,,48,0,0,3747779,0,3747779,0,0,7e2eb3b663dd873e0b7e5fdfd1c55e6cf934d438,0,0,0,0,0,
125,20200801,TX,430485,,3317294.0,,posNeg,3747779,8969.0,,3117.0,,,,282604.0,A,8/1/2020 16:20,2020-08-01T16:20:00Z,08/01 12:20,6837.0,,2020-08-01T16:20:00Z,3747779.0,,,430485,,,,,242251.0,11812.0,,,,,,,,,48,9539,68488,3747779,78027,3747779,268,0,978bc11c93a01f03084edf9eb90133330643e2e7,0,0,0,0,0,
126,20200731,TX,420946,,3248806.0,,posNeg,3669752,9336.0,,3117.0,,,,273191.0,A,7/31/2020 17:10,2020-07-31T17:10:00Z,07/31 13:10,6569.0,,2020-07-31T17:10:00Z,3669752.0,,,420946,,,,,241518.0,11712.0,,,,,,,,,48,8839,51439,3669752,60278,3669752,295,0,22724a559c90effea5c6c21b34d1eb6fbcfeb062,0,0,0,0,0,
127,20200730,TX,412107,,3197367.0,,posNeg,3609474,9296.0,,3087.0,,,,260542.0,A,7/30/2020 17:55,2020-07-30T17:55:00Z,07/30 13:55,6274.0,,2020-07-30T17:55:00Z,3609474.0,,,412107,,,,,239566.0,11430.0,,,,,,,,,48,8800,61306,3609474,70106,3609474,84,0,d625852b6e6606ea5d4831ba8e0f6a5b18d6d727,0,0,0,0,0,
128,20200729,TX,403307,,3136061.0,,posNeg,3539368,9595.0,,3136.0,,,,251346.0,A,7/29/2020 16:50,2020-07-29T16:50:00Z,07/29 12:50,6190.0,,2020-07-29T16:50:00Z,3539368.0,,,403307,,,,,237895.0,11227.0,,,,,,,,,48,9042,53400,3539368,62442,3539368,313,0,c9b8c7e4152b4cce16fe2579e0ad569824f8ee0f,0,0,0,0,0,
129,20200728,TX,394265,,3082661.0,,posNeg,3476926,9593.0,,3136.0,,,,244449.0,A,7/28/2020 17:00,2020-07-28T17:00:00Z,07/28 13:00,5877.0,,2020-07-28T17:00:00Z,3476926.0,,,394265,,,,,237895.0,11227.0,,,,,,,,,48,8342,39702,3476926,48044,3476926,164,0,135c61c3b56f78262ed2561873cc327b210871e2,0,0,0,0,0,
